Activity ID,Subject,Object,Verb Lemma
CALDR_19_21,Maroš Šefčovič,Johannes Hahn,meets
CALDR_19_21,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_19_21,Frans Timmermans,Pierre Moscovici,meets
CALDR_19_22,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_19_22,Margrethe Vestager,Andrus Ansip,receives
CALDR_19_22,Jyrki Katainen,Karmenu Vella,meets
CALDR_19_23,Cecilia Malmström,Phil Hogan,meets
CALDR_19_23,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_19_23,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_24,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_24,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_19_24,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_25,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_19_25,Cecilia Malmström,Andrus Ansip,receives
CALDR_19_25,Maroš Šefčovič,Carlos Moedas,meets
CALDR_19_26,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_19_26,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_19_26,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_27,Jyrki Katainen,Pierre Moscovici,meets
CALDR_19_27,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_19_27,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_19_28,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_28,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_19_28,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_29,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_29,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_19_29,Cecilia Malmström,Phil Hogan,meets
CALDR_19_30,Maroš Šefčovič,Johannes Hahn,meets
CALDR_19_30,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_19_30,Frans Timmermans,Pierre Moscovici,meets
CALDR_19_31,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_19_31,Margrethe Vestager,Andrus Ansip,receives
CALDR_19_31,Jyrki Katainen,Karmenu Vella,meets
CALDR_19_32,Cecilia Malmström,Phil Hogan,meets
CALDR_19_32,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_19_32,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_33,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_33,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_19_33,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_34,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_19_34,Cecilia Malmström,Andrus Ansip,receives
CALDR_19_34,Maroš Šefčovič,Carlos Moedas,meets
CALDR_19_35,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_19_35,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_19_35,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_36,Jyrki Katainen,Pierre Moscovici,meets
CALDR_19_36,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_19_36,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_19_37,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_37,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_19_37,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_38,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_38,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_19_38,Cecilia Malmström,Phil Hogan,meets
CALDR_19_39,Maroš Šefčovič,Johannes Hahn,meets
CALDR_19_39,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_19_39,Frans Timmermans,Pierre Moscovici,meets
CALDR_19_40,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_19_40,Margrethe Vestager,Andrus Ansip,receives
CALDR_19_40,Jyrki Katainen,Karmenu Vella,meets
CALDR_19_41,Cecilia Malmström,Phil Hogan,meets
CALDR_19_41,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_19_41,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_42,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_42,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_19_42,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_43,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_19_43,Cecilia Malmström,Andrus Ansip,receives
CALDR_19_43,Maroš Šefčovič,Carlos Moedas,meets
CALDR_19_44,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_19_44,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_19_44,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_45,Jyrki Katainen,Pierre Moscovici,meets
CALDR_19_45,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_19_45,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_19_46,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_46,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_19_46,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_47,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_47,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_19_47,Cecilia Malmström,Phil Hogan,meets
CALDR_19_48,Maroš Šefčovič,Johannes Hahn,meets
CALDR_19_48,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_19_48,Frans Timmermans,Pierre Moscovici,meets
CALDR_19_49,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_19_49,Margrethe Vestager,Andrus Ansip,receives
CALDR_19_49,Jyrki Katainen,Karmenu Vella,meets
CALDR_19_50,Cecilia Malmström,Phil Hogan,meets
CALDR_19_50,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_19_50,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_51,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_51,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_19_51,Margrethe Vestager,Pierre Moscovici,meets
CALDR_20_01,Ursula von der Leyen,Charles Michel,meets
CALDR_20_01,Frans Timmermans,Kadri Simson,receives
CALDR_20_01,Josep Borrell,Janez Lenarčič,meets
CALDR_20_02,Margrethe Vestager,Thierry Breton,meets
CALDR_20_02,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_02,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_03,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_03,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_03,Josep Borrell,Janez Lenarčič,meets
CALDR_20_04,Margrethe Vestager,Thierry Breton,meets
CALDR_20_04,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_04,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_05,Ursula von der Leyen,Charles Michel,meets
CALDR_20_05,Frans Timmermans,Kadri Simson,receives
CALDR_20_05,Josep Borrell,Janez Lenarčič,meets
CALDR_20_06,Margrethe Vestager,Thierry Breton,meets
CALDR_20_06,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_06,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_07,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_07,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_07,Josep Borrell,Janez Lenarčič,meets
CALDR_20_08,Margrethe Vestager,Thierry Breton,meets
CALDR_20_08,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_08,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_09,Ursula von der Leyen,Charles Michel,meets
CALDR_20_09,Frans Timmermans,Kadri Simson,receives
CALDR_20_09,Josep Borrell,Janez Lenarčič,meets
CALDR_20_10,Margrethe Vestager,Thierry Breton,meets
CALDR_20_10,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_10,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_11,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_11,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_11,Josep Borrell,Janez Lenarčič,meets
CALDR_20_12,Margrethe Vestager,Thierry Breton,meets
CALDR_20_12,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_12,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_13,Ursula von der Leyen,Charles Michel,meets
CALDR_20_13,Frans Timmermans,Kadri Simson,receives
CALDR_20_13,Josep Borrell,Janez Lenarčič,meets
CALDR_20_14,Margrethe Vestager,Thierry Breton,meets
CALDR_20_14,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_14,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_15,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_15,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_15,Josep Borrell,Janez Lenarčič,meets
CALDR_20_16,Margrethe Vestager,Thierry Breton,meets
CALDR_20_16,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_16,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_17,Ursula von der Leyen,Charles Michel,meets
CALDR_20_17,Frans Timmermans,Kadri Simson,receives
CALDR_20_17,Josep Borrell,Janez Lenarčič,meets
CALDR_20_18,Margrethe Vestager,Thierry Breton,meets
CALDR_20_18,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_18,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_19,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_19,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_19,Josep Borrell,Janez Lenarčič,meets
CALDR_20_20,Margrethe Vestager,Thierry Breton,meets
CALDR_20_20,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_20,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_21,Ursula von der Leyen,Charles Michel,meets
CALDR_20_21,Frans Timmermans,Kadri Simson,receives
CALDR_20_21,Josep Borrell,Janez Lenarčič,meets
CALDR_20_22,Margrethe Vestager,Thierry Breton,meets
CALDR_20_22,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_22,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_23,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_23,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_23,Josep Borrell,Janez Lenarčič,meets
CALDR_20_24,Margrethe Vestager,Thierry Breton,meets
CALDR_20_24,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_24,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_25,Ursula von der Leyen,Charles Michel,meets
CALDR_20_25,Frans Timmermans,Kadri Simson,receives
CALDR_20_25,Josep Borrell,Janez Lenarčič,meets
CALDR_20_26,Margrethe Vestager,Thierry Breton,meets
CALDR_20_26,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_26,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_27,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_27,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_27,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_27,Josep Borrell,Janez Lenarčič,meets
CALDR_20_28,Margrethe Vestager,Thierry Breton,meets
CALDR_20_28,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_28,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_29,Ursula von der Leyen,Charles Michel,meets
CALDR_20_29,Frans Timmermans,Kadri Simson,receives
CALDR_20_29,Josep Borrell,Janez Lenarčič,meets
CALDR_20_30,Margrethe Vestager,Thierry Breton,meets
CALDR_20_30,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_30,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_31,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_31,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_31,Josep Borrell,Janez Lenarčič,meets
CALDR_20_32,Margrethe Vestager,Thierry Breton,meets
CALDR_20_32,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_32,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_33,Ursula von der Leyen,Charles Michel,meets
CALDR_20_33,Frans Timmermans,Kadri Simson,receives
CALDR_20_33,Josep Borrell,Janez Lenarčič,meets
CALDR_20_34,Margrethe Vestager,Thierry Breton,meets
CALDR_20_34,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_34,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_35,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_35,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_35,Josep Borrell,Janez Lenarčič,meets
CALDR_20_36,Margrethe Vestager,Thierry Breton,meets
CALDR_20_36,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_36,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_37,Ursula von der Leyen,Charles Michel,meets
CALDR_20_37,Frans Timmermans,Kadri Simson,receives
CALDR_20_37,Josep Borrell,Janez Lenarčič,meets
CALDR_20_38,Margrethe Vestager,Thierry Breton,meets
CALDR_20_38,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_38,Maroš Šefčovič,Phil Hogan,meets
CALDR_20_39,Ursula von der Leyen,Christine Lagarde,meets
CALDR_20_39,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_20_39,Josep Borrell,Janez Lenarčič,meets
CALDR_20_40,Margrethe Vestager,Thierry Breton,meets
CALDR_20_40,Valdis Dombrovskis,Věra Jourová,receives
CALDR_20_40,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_01,Ursula von der Leyen,Charles Michel,meets
CALDR_21_01,Frans Timmermans,Kadri Simson,receives
CALDR_21_01,Josep Borrell,Janez Lenarčič,meets
CALDR_21_02,Margrethe Vestager,Thierry Breton,meets
CALDR_21_02,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_02,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_03,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_03,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_03,Josep Borrell,Janez Lenarčič,meets
CALDR_21_04,Margrethe Vestager,Thierry Breton,meets
CALDR_21_04,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_04,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_05,Ursula von der Leyen,Charles Michel,meets
CALDR_21_05,Frans Timmermans,Kadri Simson,receives
CALDR_21_05,Josep Borrell,Janez Lenarčič,meets
CALDR_21_06,Margrethe Vestager,Thierry Breton,meets
CALDR_21_06,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_06,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_07,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_07,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_07,Josep Borrell,Janez Lenarčič,meets
CALDR_21_08,Margrethe Vestager,Thierry Breton,meets
CALDR_21_08,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_08,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_09,Ursula von der Leyen,Charles Michel,meets
CALDR_21_09,Frans Timmermans,Kadri Simson,receives
CALDR_21_09,Josep Borrell,Janez Lenarčič,meets
CALDR_21_10,Margrethe Vestager,Thierry Breton,meets
CALDR_21_10,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_10,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_11,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_11,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_11,Josep Borrell,Janez Lenarčič,meets
CALDR_21_12,Margrethe Vestager,Thierry Breton,meets
CALDR_21_12,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_12,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_13,Ursula von der Leyen,Charles Michel,meets
CALDR_21_13,Frans Timmermans,Kadri Simson,receives
CALDR_21_13,Josep Borrell,Janez Lenarčič,meets
CALDR_21_14,Margrethe Vestager,Thierry Breton,meets
CALDR_21_14,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_14,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_15,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_15,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_15,Josep Borrell,Janez Lenarčič,meets
CALDR_21_16,Margrethe Vestager,Thierry Breton,meets
CALDR_21_16,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_16,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_17,Ursula von der Leyen,Charles Michel,meets
CALDR_21_17,Frans Timmermans,Kadri Simson,receives
CALDR_21_17,Josep Borrell,Janez Lenarčič,meets
CALDR_21_18,Margrethe Vestager,Thierry Breton,meets
CALDR_21_18,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_18,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_19,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_19,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_19,Josep Borrell,Janez Lenarčič,meets
CALDR_21_20,Margrethe Vestager,Thierry Breton,meets
CALDR_21_20,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_20,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_21,Ursula von der Leyen,Charles Michel,meets
CALDR_21_21,Frans Timmermans,Kadri Simson,receives
CALDR_21_21,Josep Borrell,Janez Lenarčič,meets
CALDR_21_22,Margrethe Vestager,Thierry Breton,meets
CALDR_21_22,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_22,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_23,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_23,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_23,Josep Borrell,Janez Lenarčič,meets
CALDR_21_24,Margrethe Vestager,Thierry Breton,meets
CALDR_21_24,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_24,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_25,Ursula von der Leyen,Charles Michel,meets
CALDR_21_25,Frans Timmermans,Kadri Simson,receives
CALDR_21_25,Josep Borrell,Janez Lenarčič,meets
CALDR_21_26,Margrethe Vestager,Thierry Breton,meets
CALDR_21_26,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_26,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_27,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_27,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_27,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_27,Josep Borrell,Janez Lenarčič,meets
CALDR_21_28,Margrethe Vestager,Thierry Breton,meets
CALDR_21_28,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_28,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_29,Ursula von der Leyen,Charles Michel,meets
CALDR_21_29,Frans Timmermans,Kadri Simson,receives
CALDR_21_29,Josep Borrell,Janez Lenarčič,meets
CALDR_21_30,Margrethe Vestager,Thierry Breton,meets
CALDR_21_30,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_30,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_31,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_31,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_31,Josep Borrell,Janez Lenarčič,meets
CALDR_21_32,Margrethe Vestager,Thierry Breton,meets
CALDR_21_32,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_32,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_33,Ursula von der Leyen,Charles Michel,meets
CALDR_21_33,Frans Timmermans,Kadri Simson,receives
CALDR_21_33,Josep Borrell,Janez Lenarčič,meets
CALDR_21_34,Margrethe Vestager,Thierry Breton,meets
CALDR_21_34,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_34,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_35,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_35,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_35,Josep Borrell,Janez Lenarčič,meets
CALDR_21_36,Margrethe Vestager,Thierry Breton,meets
CALDR_21_36,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_36,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_37,Ursula von der Leyen,Charles Michel,meets
CALDR_21_37,Frans Timmermans,Kadri Simson,receives
CALDR_21_37,Josep Borrell,Janez Lenarčič,meets
CALDR_21_38,Margrethe Vestager,Thierry Breton,meets
CALDR_21_38,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_38,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_39,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_39,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_39,Josep Borrell,Janez Lenarčič,meets
CALDR_21_40,Margrethe Vestager,Thierry Breton,meets
CALDR_21_40,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_40,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_41,Ursula von der Leyen,Charles Michel,meets
CALDR_21_41,Frans Timmermans,Kadri Simson,receives
CALDR_21_41,Josep Borrell,Janez Lenarčič,meets
CALDR_21_42,Margrethe Vestager,Thierry Breton,meets
CALDR_21_42,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_42,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_43,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_43,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_43,Josep Borrell,Janez Lenarčič,meets
CALDR_21_44,Margrethe Vestager,Thierry Breton,meets
CALDR_21_44,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_44,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_45,Ursula von der Leyen,Charles Michel,meets
CALDR_21_45,Frans Timmermans,Kadri Simson,receives
CALDR_21_45,Josep Borrell,Janez Lenarčič,meets
CALDR_21_46,Margrethe Vestager,Thierry Breton,meets
CALDR_21_46,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_46,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_47,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_47,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_47,Josep Borrell,Janez Lenarčič,meets
CALDR_21_48,Margrethe Vestager,Thierry Breton,meets
CALDR_21_48,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_48,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_49,Ursula von der Leyen,Charles Michel,meets
CALDR_21_49,Frans Timmermans,Kadri Simson,receives
CALDR_21_49,Josep Borrell,Janez Lenarčič,meets
CALDR_21_50,Margrethe Vestager,Thierry Breton,meets
CALDR_21_50,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_50,Maroš Šefčovič,Phil Hogan,meets
CALDR_21_51,Ursula von der Leyen,Christine Lagarde,meets
CALDR_21_51,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_21_51,Josep Borrell,Janez Lenarčič,meets
CALDR_21_52,Margrethe Vestager,Thierry Breton,meets
CALDR_21_52,Valdis Dombrovskis,Věra Jourová,receives
CALDR_21_52,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_01,Ursula von der Leyen,Charles Michel,meets
CALDR_22_01,Frans Timmermans,Kadri Simson,receives
CALDR_22_01,Josep Borrell,Janez Lenarčič,meets
CALDR_22_02,Margrethe Vestager,Thierry Breton,meets
CALDR_22_02,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_02,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_03,Ursula von der Leyen,Christine Lagarde,meets
CALDR_22_03,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_22_03,Josep Borrell,Janez Lenarčič,meets
CALDR_22_04,Margrethe Vestager,Thierry Breton,meets
CALDR_22_04,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_04,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_05,Ursula von der Leyen,Charles Michel,meets
CALDR_22_05,Frans Timmermans,Kadri Simson,receives
CALDR_22_05,Josep Borrell,Janez Lenarčič,meets
CALDR_22_06,Margrethe Vestager,Thierry Breton,meets
CALDR_22_06,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_06,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_07,Ursula von der Leyen,Christine Lagarde,meets
CALDR_22_07,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_22_07,Josep Borrell,Janez Lenarčič,meets
CALDR_22_08,Margrethe Vestager,Thierry Breton,meets
CALDR_22_08,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_08,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_09,Ursula von der Leyen,Charles Michel,meets
CALDR_22_09,Frans Timmermans,Kadri Simson,receives
CALDR_22_09,Josep Borrell,Janez Lenarčič,meets
CALDR_22_10,Margrethe Vestager,Thierry Breton,meets
CALDR_22_10,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_10,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_11,Ursula von der Leyen,Christine Lagarde,meets
CALDR_22_11,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_22_11,Josep Borrell,Janez Lenarčič,meets
CALDR_22_12,Margrethe Vestager,Thierry Breton,meets
CALDR_22_12,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_12,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_13,Ursula von der Leyen,Charles Michel,meets
CALDR_22_13,Frans Timmermans,Kadri Simson,receives
CALDR_22_13,Josep Borrell,Janez Lenarčič,meets
CALDR_22_14,Margrethe Vestager,Thierry Breton,meets
CALDR_22_14,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_14,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_15,Ursula von der Leyen,Christine Lagarde,meets
CALDR_22_15,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_22_15,Josep Borrell,Janez Lenarčič,meets
CALDR_22_16,Margrethe Vestager,Thierry Breton,meets
CALDR_22_16,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_16,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_17,Ursula von der Leyen,Charles Michel,meets
CALDR_22_17,Frans Timmermans,Kadri Simson,receives
CALDR_22_17,Josep Borrell,Janez Lenarčič,meets
CALDR_22_18,Margrethe Vestager,Thierry Breton,meets
CALDR_22_18,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_18,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_19,Ursula von der Leyen,Christine Lagarde,meets
CALDR_22_19,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_22_19,Josep Borrell,Janez Lenarčič,meets
CALDR_22_20,Margrethe Vestager,Thierry Breton,meets
CALDR_22_20,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_20,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_21,Ursula von der Leyen,Charles Michel,meets
CALDR_22_21,Frans Timmermans,Kadri Simson,receives
CALDR_22_21,Josep Borrell,Janez Lenarčič,meets
CALDR_22_22,Margrethe Vestager,Thierry Breton,meets
CALDR_22_22,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_22,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_23,Ursula von der Leyen,Christine Lagarde,meets
CALDR_22_23,Frans Timmermans,Virginijus Sinkevičius,receives
CALDR_22_23,Josep Borrell,Janez Lenarčič,meets
CALDR_22_24,Margrethe Vestager,Thierry Breton,meets
CALDR_22_24,Valdis Dombrovskis,Věra Jourová,receives
CALDR_22_24,Maroš Šefčovič,Phil Hogan,meets
CALDR_22_25,Ursula von der Leyen,Charles Michel,meets
CALDR_22_25,Frans Timmermans,Kadri Simson,receives
CALDR_22_25,Josep Borrell,Janez Lenarčič,meets
